title,text,latitude,longitude,city_text,date_posted,date_updated,price,deleted,sqft,bedrooms,bathrooms,pets,laundry,parking,craigslist,place,city,state,county
"$3140 / 1br - 780ft2 - Bright 1 Bedroom 1 Bathroom Available for September Move! (ingleside / SFSU / CCSF)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
 Avalon Ocean Avenue -Stylish and Covenient San Francisco Apartments  CALL:  show contact info
 x728 
 $3265 1 Bed 1 Bath . 780 Sq. Ft. Avalon Ocean Avenue Address:  1200 Ocean Avenue San Francisco, CA 94112 Want more information? www.AvalonOceanAvenue.com
 DESCRIPTION  Avalon Ocean Avenue is a new apartment community located at the south edge of San Francisco in Balboa Park located just minutes from City College, the Balboa Park BART station and I-280. An ideal combination of convenience and style, Avalon Ocean Avenue offers a choice of studio, 1 and 2 bedroom apartments in two brand new mid-rise buildings that feature in unit washer and dryer, fully equipped kitchens, and large walk in closets. The smoke free and pet friendly community also includes a fitness center, parking, and an on site Whole Foods. OFFICE HOURS  Tuesday  9:30am to 6:30pm      Wednesday  9:30am to 6:30pm      Thursday  9:30am to 6:30pm      Friday  8:30am to 5:30pm      Saturday  8:30am to 5:30pm     CALL US TODAY!  show contact info
 x728 Equal Housing Opportunity",37.723836999999996,-122.45591599999999,ingleside / SFSU / CCSF,2018-10-10 17:24:22,,3140.0,False,780.0,1.0,1.0,both,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$3850 / 2br - 820ft2 - Bright 2/1 in Great Location w/ Bay Views. Available NOW! (pacific heights)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Welcome to the Grosvenor Atrium! We're an apartment community located in the Pacific Heights neighborhood of San Francisco. We have a spacious 2 bedroom/1 bathroom apartment available. This apartment has an open floor plan with carpet throughout, tons of natural light and gorgeous bay views. Call or email today to set up an appointment to tour the apartment!
Touring Hours:
Monday through Friday 
9:30 A.M. - 4:30 P.M. 
Evening and Weekend tours are NOT available
Apartment Details:
- 2 bed/1 bath: $3,850, 820 sq. ft. 
- Security deposit: 1 Months' Rent 
- Pet friendly: $600 deposit required, some breed and weight restrictions apply
- Parking: 35% off for new residents. Rent a space for $200/month. 
- Building pays for gas (gas fireplace in unit!), water, and trash
- Residents are responsible for electricity and cable/internet
- Gym, sauna and spa on site for residents use. Mon -Sun
- Laundry room on site, card operated machines
- Rent controlled building 
- Convenient location near transportation, restaurants, coffee, stores, and parks
Please call or email to set up a time to tour the property. Tours are available Monday-Friday 9:30 am-4:30 pm. Weekend tours are currently unavailable.
Equal Housing Opportunity",37.795544,-122.42492299999999,pacific heights,2018-09-28 10:57:34,2018-10-15 12:30:54,3850.0,False,820.0,2.0,1.0,both,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$6995 / 4br - 1350ft2 - Bright 4BD Victorian, superb location, hardwood floors, w/d, yard (mission district)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Sunny 7 rm, 4 BD, 1.5 BA Victorian flat with flexible layout.  Flat is detached on 3 sides, so each room has privacy with daylight coming through trees at the windows. Eat-in kitchen, softwood floors, Victorian details, washer/dryer in unit, large shared patio/garden at rear.  Living room can be closed off with double doors or open for more party flow.  Can be furnished or unfurnished. 
At heart of hip Inner Mission District, close to excellent cafes and restaurants and public transportation. Walk score 97, bike score 99, transit score 81.
Short term lease possible; six month minimum.  (Note, square footage is approximation only.)
Features include:
- Lots of light from many windows
- Option for fully furnished including beds, tables, chairs, linens, dishes, cookware
- Remodeled eat-in kitchen with gas range
- Hardwood floors
- Spacious and sunny bedrooms
- Remodeled bathrooms
- Sunny, enclosed porch
- Washer/dryer in unit
- Water and garbage service included
- Smoke-free apartment and premises
- Short term lease available  
- Locally owned and managed, license 00511436
Pet policy available upon inquiry.
Shown by appointment only.  Please provide a phone number. Thank you.",37.759134,-122.41075900000001,mission district,2018-10-04 13:43:15,2018-10-15 08:47:20,6995.0,False,1350.0,4.0,2.0,both,in-unit,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2800 / 1br - 650ft2 - Bright and cozy 1BR/1BA with new kitchen and bath (noe valley)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        

1520 Church Street between 27th Street and Comerford Street
Available immediately
1 bedroom, 1 bath 
Lower level unit
Freshly painted
All hardwood floors
Brand new kitchen and bathroom
Street parking
Close to major transportation (Muni and J Church) and Tech Shuttle Stops, easy access to I-280 and HWY101. 
Near Dolores Park as well as grocery store, restaurants, cafes and banking on 24th Street. Coin-op laundry 3 blocks away.
Water and garbage included. 
No agent calls please. 
Email if interested.
LEASING TERMS: 
-Available NOW
-Rent: $2,800.00 per Month 
-Security Deposit: A Month and a Half 
-Tenant pays electricity and gas (PG&E) cable and internet
*NO Pets",37.746534999999994,-122.426933,noe valley,2018-10-13 09:08:03,2018-10-13 16:40:08,2800.0,False,650.0,1.0,1.0,none,none,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2200 / 2br - 600ft2 - Bright and Cozy 2 BR/1 Ba in-Law for Rent 两房一厠 (sunset / parkside)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
25th Ave at Santiago St
2BR / 1Ba available now 
in-law
no smoking
street parking
Well-maintained 2 BR/1 Ba in-Law unit includes a complete kitchen, nice hardwood floors, spacious bathroom, and gorgeous views of the backyard garden. It is about 1 block to L-Taraval line, walking distance to restaurants, and a short distance to Stonestown shopping center, SFSU and UCSF. It located in a quiet neighborhood. One or two student/professional tenants are welcomed （適合一或二 学生). Minimum 1 year lease is required. No pets, no smoking, no parties, no drugs! Utilities included. If you are interested in this rental, please call  show contact info
.",37.745546000000004,-122.482316,sunset / parkside,2018-09-22 07:55:31,2018-10-09 18:04:44,2200.0,False,600.0,2.0,1.0,none,none,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2100 / 350ft2 - Bright and Spacious Studio (alamo square / nopa)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Only $2,100 per month for this bright and spacious studio apartment on McAllister at Divisadero St. Includes all utilities and cable. Freshly painted. Private bath, large room with kitchenette and access to stove. Tile floors, shared laundry and lots of light. Has 6' x 25' deck. Great location just north of panhandle. 6 blocks from USS. 2 blocks from Alamo Square. Available now.",37.777794,-122.43836599999999,alamo square / nopa,2018-10-13 17:32:45,,2100.0,False,350.0,0.0,1.0,none,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$3750 / 1br - 597ft2 - Bright, Spacious 1 Bedroom in the Dogpatch (Dogpatch)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
 Welcome home to Avalon Dogpatch!  CALL:  show contact info
 x217 
 $3,750 . 1 Bed 1 Bath . 597 Sq.Ft Avalon Dogpatch Website: https://www.avaloncommunities.com/california/san-francisco-apartments/avalon-dogpatchAddress:  800 Indiana St San Francisco, CA 94107 Want more information? http://unit-availability.com/lead/6p show contact info
/floorplan/6046479/1?extnId=8240574
 DESCRIPTION  Community Amenities Fully-loaded fitness center complete with professional grade cardio, strength and resistance training equipment and a yoga studio with Fitness on Demand programming Roof decks with BBQ's, outdoor lounge seating, fireplaces and TV's Pet friendly community with WAG Pet Spa, dog run and adjacent public dog park Lounge with entertaining kitchen, indoor and outdoor dining areas and BBQ's Workspace with self-service coffee bar and breakout rooms for private phone calls and meetings Complimentary WiFi in common areas Smoke-free community Bike friendly neighborhood with on-site bike storage Targeting LEED Gold Certification Situated in an eclectic, vibrant and historic neighborhood, Dogpatch is home to acclaimed local restaurants, galleries and artisans Excellent commuting location offering convenient access to Downtown via car, Caltrain, MUNI or bike and nearby access to the Peninsula via Caltrain or 280 Less than 1.5 miles from AT&T Park and 1 mile from the new Warriors arena  FLOORPLAN/UNIT   FEATURES  Disposal  Microwave  GE Café Series stainless steel appliances  Tile backsplash and stainless steel appliances  Signature Collection homes  Washer/Dryer in Unit  Dishwasher  Efficient, sustainably-designed homes  Refrigerator  In-unit washers and dryers in all homes  Large Closets  Patio  Built-in closet organizing systems  Spacious walk in closets*  Hard surface flooring throughout*  Additional Storage  Thoughtfully designed homes  Modern Kitchens  Open concept kitchens with stone countertops  Private Balcony  Air Conditioning  Premium front loading washer-dryer  Exclusive Signature Collection service - residents  OFFICE   HOURS  Monday  9:30am to 6:30pm      Tuesday  9:30am to 6:30pm      Wednesday  9:30am to 6:30pm      Thursday  9:30am to 6:30pm      Friday  8:30am to 5:30pm      Saturday  8:30am to 5:30pm      Sunday  9:30am to 5:30pm     CALL US TODAY!  show contact info
 x217 Equal Housing Opportunity",37.759214,-122.391322,Dogpatch,2018-10-10 12:39:29,,3750.0,False,597.0,1.0,1.0,both,in-unit,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$4200 / 3br - 1700ft2 - BRIGHT & SPACIOUS UPPER UNT w/parking, laundry & more (inner richmond)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Bright & spacious 3BR 2BA, flat-like apartment in Inner Richmond, close to transportation, shops, markets & restaurants.  It is located on the upper floor of a well maintained 3-unit building, and it occupies the whole upper level on top of 2 unit below.  Unit has NEW carpet, NEW refrigerator & NEW toilets, high ceiling, huge living room w/large bay windows & wood-burning fireplace, large formal dining room, 3 large bedrooms, very good closets & 3 skylights.  Large kitchen is nicely tiled, and has gas stove, dishwasher, trash compactor, double oven & large breakfast area.  2 larger bedrooms overlooking the shared backyard, including master bedroom w/2 large closets and full bath.  Rent includes water, garbage & garage parking for 1 car.  Coined laundry in garage.  Over 1,700 sq. ft.  Conveniently located with easy access to downtown & financial districts, also very close to banks, public library, medical facilities including Kaiser Medical Center-French Campus.  
RENT:   $4,200 per month
TERMS:  1 year lease
AVAILABILITY:  Now
PETS:  No pets
FOR VIEWING, CALL OR TEXT GRACE @ show contact info
 (A NO-FEE REAL ESTATE AGENT), and provide some info regarding intended number of people, income and credit, as well as your cell number. Visit our website at http://www.saxerealestate.com",37.782702,-122.46977,inner richmond,2018-10-09 08:49:15,2018-10-12 11:17:45,4200.0,False,1700.0,3.0,2.0,both,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2200 / 480ft2 - ** Bright Studio in Downtown San Francisco close to USF And BART ** (tenderloin)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
For more information or viewing the studio reply to sf_metropolis AT yahoo DOT com or call or text at  show contact info

Location: on the 600th block at O'Farrell Street San Francisco CA 94109
Area:                          480 sqft
Apt Type:                   Studio
Laundry:                    On-site (washers/dryers)
Lease:                         One year lease or flexible for visiting scholars or students.
Cable Ready
Fitness Center on-site.
Description: 
Downtown San Francisco studio close to public transportation, BART, restaurants, and theaters. Great views from the unit located in the 5th floor. The building has many amenities such as patio, fitness center, community room, balcony's views, Art-Deco details, and 24-hour guard security. This location is few blocks to BART, walking distance to Union Square, Financial District, SOMA, Whole foods, Trader Joe's, Walgreens, theaters,restaurants, grocery stores, cafes, post office, shops, Public Library, and one block from Lower Nob Hill.",37.7917,-122.4186,tenderloin,2018-10-02 22:04:02,2018-10-14 19:52:08,2200.0,False,480.0,0.0,1.0,none,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$3895 / 2br - 1000ft2 - Bright Top Floor Inner Richmond Remodeled Apt w/ WD! ~ J.Wavro (inner richmond)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        

   
     

           
      
         
            Please contact:
            Deborah Brown
            show contact info

            show contact info

         
         
      
      
          
         
          
      
    
   San Francisco - Inner Richmond - Apartment for rent 
   
      
         
            Rent: $3895
            Bed / Bath: 2 / 1
            Type: Apartment 
            Term: 1 Year 
            Parking: Street 
            Parking Fee: $0 
         
         
         
            Pets:  No 
            View: Neighborhood 
            Floors: Hardwood
            Kitchen: Remodeled 
            Laundry: In Unit 
            Outside area: None 
         
      
     
   
   
   
      
         
            
	This is a fabulously remodeled top-floor unit with peek-a-boo views of the Golden Gate Bridge in a small building with a beautiful foyer located within walking distance of the park and de Young Museum. There are a number of excellent neighborhood restaurants and markets on nearby Balboa Street - all within walking distance. Excellent transit score with the 5 Fulton and the 28 buses only a block away. The Shuttle stops are located at Park Presidio and Geary Ave - just a few blocks away.

	 
	Photos are of a similar floor plan
	The apartment features the following:
	~  In unit washer and dryer
	~  Approximately 1,000 square feet
	~  Rent controlled
	~  Completely remodeled gourmet kitchen with stainless steel appliances and granite counter-tops featuring gas stove and dishwasher
	~  Hardwood floors and tiled kitchen and baths
	~  Top floor unit in a 3 story walk-up building
	~  Excellent natural lighting - northern exposure with great neighborhood view and peek-a-boo views of the GG Bridge
	~  Period details such as high ceilings and crown molding with all the modern upgrades
	~  Open floor plan - right off the kitchen
	~  Two bedrooms on the front side of the apartment with great closet space
	~  Remodeled bathroom with vanity sink and shower/tub combo as well as built-in linen closet
	~  Huge foyer at the entrance of the apartment
	~  Water, garbage and steam heating included in the rent
	~  Easy Street parking
	No Pets and No Smoking!
	Call or email today to view 
	 
This is a non-smoking unit. Service or support animals which are necessary due to disability will be allowed. 
    Cabrillo Street & 12th Avenue, San Francisco, California 
         
      
   
   
      
              
             
         
      
   
   Deborah Brown
            show contact info

            show contact info

         
         
         
      
   
   
      
         
            
         
      
      
         cl31122592012145-0    BRE # 01810008 
      
	  
         Content and Images ©  2017 J.Wavro",37.775077,-122.470298,inner richmond,2018-10-15 13:19:02,,3895.0,False,1000.0,2.0,1.0,none,in-unit,paid,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2600 / 1br - 650ft2 - Bright unit with custom design (nob hill)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Light, Bright and in Immaculate condition. Totally Remodel 2 years ago. Newer Hardwood floors, Kitchen and Bathroom. 
Custom Design Tiger skin kitchen cabinets. Large Master bedroom. Central location.Walk to bus stop or downhill to Downtown, financial district, Chinatown, bus stop, and Russian Hill. Walk to shops and eateries.",37.8002,-122.4091,nob hill,2018-10-13 04:59:09,,2600.0,False,650.0,1.0,1.0,both,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2775 / 1br - 700ft2 - BRIGHT UPDATED Pacific Heights/Lafayette Park1BR/1BA Pac Apt Avail NOW (pacific heights)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        

    
      BRIGHT UPDATED Pacific Heights/Lafayette Park1BR/1BA Pac Apt Available NOW
    
  
  Property Address

1855 California St - 2 | San Francisco, CA 94109


  Available: Now

Offered By

Bay Property Group |  show contact info

Description
  
     **PLEASE CONTACT US TO SCHEDULE A VIEWING**  
This BRIGHT 1BR/1BA apartment, is 2 blocks from Polk Gulch and 5 blocks from Fillmore district, with refinished hardwood floors,, has a new home look and feel with classic molding and trim throughout and is AVAILABLE NOW.
Refinished hardwood floors
Original molding/trim throughout - classic 1920s look and feel
New paint throughout
New Appliances
New fixtures
Radiator heat throughout
Plenty of storage
Backyard patio access
Laundry in building available
1 car garage parking available for additional fee
MUNI BUS
1 California 1 block
47 Van Ness 1 block
49 MIssion-Van Ness 1 block
10 Townsend 2 blocks
19 Polk 2 blocks
2 Clement 5 blocks
3 Jackson 5 blocks
22 Fillmore 5 blocks
Walking distance to shops, restaurants, cafe's, nightlife, parks:
Van Ness Ave -1 block
Whole Foods Market - 1 block
Polk Gulch -2 blocks
Lafayette Park -1 blocks
Fillmore St -5 blocks
Lower Nob Hill -5 blocks
WalkScore 97!! 
https://www.walkscore.com/score/1855-california-st-san-francisco-ca-94109 
Owner pays water/trash. Tenant pays all other utilities
Address: 1855 California St. San Francisco, CA 94109
Cross Streets: California/Franklin
Please view our additional listings at: http://baypropertygroup.com/vacancies
  


  Details
  Beds/Baths: 1BD/1.0BA
      Square Feet: 700

  Rental Terms
  Rent: $2,775.00 

    
Available: Now
    
Application Fee: $35.00
    
Security Deposit: $3,700.00",37.790045,-122.424879,pacific heights,2018-09-12 09:18:37,2018-10-15 09:09:33,2775.0,False,700.0,1.0,1.0,none,shared,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$1850 / 500ft2 - BRIGHT, VERY NICE RICHMOND STUDIO (richmond / seacliff)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
GREAT, GOOD LOCATION STUDIO AT 745 43RD AVENUE.  UNIT # 4 IS ON THE FIRST FLOOR ABOVE THE LOBBY IN THE FRONT OF THE BUILDING.
Apartment has a large (16' x 13') main room with double pane windows and a 9' high ceiling.  Large walk-in closet is 5' x 7' and there is still another hall closet.
Kitchen is in a separate room with refrigerator, gas stove, exhaust fan, sink with counter top space, lots of cabinets and an eating area with room for a table and chairs.
Bathroom has a shower over the tub.  Vanity has a light bar and mirrored cabinet over the sink.
Hardwood floors.  Building is cable ready.  There is a laundromat conveniently on the corner of the block.
Close to a SAFEWAY and MUNI line.  Street parking only.  NO PETS NOR SMOKERS PLEASE.
Utilities included in the rent are water and garbage.  Tenant pays own metered PG&E bill.
Apartment is available for occupancy as of  November 1, 2018.  Security Deposit will be 1.5 times rent which equals $ 2775.00 and a 12 month lease is required.
Please call AL CASSENS on   show contact info
  to schedule a showing of this very nice apartment or for further information.  PLEASE DO NOT TEXT, JUST CALL ON CELL PHONE SO THAT I CAN SPEAK WITH YOU DIRECTLY AND IMMEDIATELY.
PLEASE BRING A COPY OF YOUR CURRENT CREDIT REPORT FOR US IF YOU HAVE ONE.   WE ALSO NEED PROOF OF YOUR EMPLOYMENT INCOME.",37.774583,-122.503684,richmond / seacliff,2018-10-12 13:53:35,,1850.0,False,500.0,0.0,1.0,none,none,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$4800 / 3br - 1500ft2 - Brightly remodeled 3 Bedrooms 2 Baths + office  Apt. (inner richmond)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
Remodeled 3 Bedrooms 2 Baths + office
2 Deck one in front one in rear
Hardwood floor 
Walk to GG Park
Living room with fireplace",37.773446,-122.47673300000001,inner richmond,2018-10-09 18:04:38,,4800.0,False,1500.0,3.0,2.0,none,shared,none,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2799 / 402ft2 - Building views in this spacious Clement Studio! Watch at&t fireworks! (SOMA / south beach)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
The Wilson Building
www.thewilsonsf.com
Greystar Management | $99 Deposit Call us now! 
NEW AVAILABILITY! premium location in the heart of downtown. going fast - rent online now! First come, first serve based on availability.973 Market St, San Francisco, CA 94103
Studio #709 -- $2799
 402Sq Ft - $99Deposit
Internal Zen Garden Facing!
KEY FEATURES
Year Built: 2014
Parking: $300 monthly
Lease Duration: 12 Months
Deposit: varies between unit
Pets Policy: Cats & Dogs OK
Laundry: In Unit
Property Type: Apartment
DESCRIPTION
In a city with more than its share of beautiful, historic landmarks, there is one building that is about to begin its new Landmark life on the center of Market Street -- The Wilson. Built in 1904, then a survivor of the 1906 earthquake, The Wilson has been completely re-imagined and re-established for the 21st century resident seeking a home with a story to share for generations to come. Having seen the city grow-up and transform around it, The Wilson is now set to become the premiere address for residents looking to do more than just rent an apartment; The Wilson is for those looking to live the Landmark Life.
RENTAL FEATURES
Living room
Dining room
Range / Oven
Refrigerator
Dishwasher
Microwave
Garbage disposal
Stainless steel appliances
Freezer
Heat: forced air
Ceiling fans (select units)
Dual Set Double pane / Storm windows
Cable-ready
High-speed internet
Pre-Wired
FREE high speed WiFi in common areas
Hardwood flooring throughout
Gorgeous White Granite countertops
10' or Vaulted ceilings
COMMUNITY FEATURES
NEW luxury property
99 Walk score
Elevator
Secured entry
Controlled access
Convenient entirely key-less entry FOB system
State of the art full Fitness center
Near transportation
Clubhouse
Barbecue
ADDITIONAL LINKS
Website: http://www.TheWilsonSF.com
Contact info:
The Wilson Building
Greystar Management
do NOT contact me with unsolicited services or offers",37.783125,-122.40908600000002,SOMA / south beach,2018-09-26 11:30:40,2018-10-15 12:13:01,2799.0,False,402.0,0.0,1.0,both,in-unit,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2799 / 402ft2 - Building views studio ready 10/15/18! $99 Deposit! (SOMA / south beach)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
The Wilson Building
www.thewilsonsf.com
Greystar Management | $99 Deposit Call us now! 
NEW AVAILABILITY! premium location in the heart of downtown. going fast - rent online now! First come, first serve based on availability.973 Market St, San Francisco, CA 94103
Studio #709 -- $2799
402 Sq Ft - $1000 Deposit
Internal Zen Garden Facing!
KEY FEATURES
Year Built: 2014
Parking: $300 monthly
Lease Duration: 12 Months
Deposit: varies between unit
Pets Policy: Cats & Dogs OK
Laundry: In Unit
Property Type: Apartment
DESCRIPTION
In a city with more than its share of beautiful, historic landmarks, there is one building that is about to begin its new Landmark life on the center of Market Street -- The Wilson. Built in 1904, then a survivor of the 1906 earthquake, The Wilson has been completely re-imagined and re-established for the 21st century resident seeking a home with a story to share for generations to come. Having seen the city grow-up and transform around it, The Wilson is now set to become the premiere address for residents looking to do more than just rent an apartment; The Wilson is for those looking to live the Landmark Life.
RENTAL FEATURES
Living room
Dining room
Range / Oven
Refrigerator
Dishwasher
Microwave
Garbage disposal
Stainless steel appliances
Freezer
Heat: forced air
Ceiling fans (select units)
Dual Set Double pane / Storm windows
Cable-ready
High-speed internet
Pre-Wired
FREE high speed WiFi in common areas
Hardwood flooring throughout
Gorgeous White Granite countertops
10' or Vaulted ceilings
COMMUNITY FEATURES
NEW luxury property
99 Walk score
Elevator
Secured entry
Controlled access
Convenient entirely key-less entry FOB system
State of the art full Fitness center
Near transportation
Clubhouse
Barbecue
ADDITIONAL LINKS
Website: http://www.TheWilsonSF.com
Contact info:
The Wilson Building
Greystar Management
do NOT contact me with unsolicited services or offers",37.783125,-122.40908600000002,SOMA / south beach,2018-09-28 09:48:57,2018-10-15 12:13:12,2799.0,False,402.0,0.0,1.0,both,in-unit,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$2495 / 1br - 340ft2 - Bush & Hyde/Available Now/Pets Ok!$95 Move In Special/ Jr.1 Bed (lower nob hill)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
1240 Bush #5
*MOVE IN SPECIAL*
First month's rent and $95 non-refundable bond fee required in lieu of deposit
*with good credit*
(regular refundable one months rent deposit also available)
Resident is responsible for any damages to unit at move out
First floor walk up
Unit Features:
-Remodeled kitchen
-Stainless steel appliances
-Dishwasher
-Remodeled bathroom
-Hardwood floor
-Natural light
-Jr.1 Bed
Within walking distance to all the shops and restaurants of Russian Hill on Polk Street
-Trader Joes
-Nob Hill Grille
-Another Cafe
-Thai Thai Gourmet
-Wreck Room
-Hyde Out
-Flour & co.
-Olea
-MyMy Coffee
Pets Ok (must be under 40 pounds and no aggressive breeds) with an additional deposit.
Must be approved by manager
$40 pet rent per pet per month
Street parking only
Laundry in building 
Utilities not included
Renters insurance required
$35 application fee per applicant (prepare ID and proof of income)
EMAIL or TEXT Mari for details!
Mari Egan
Leasing Agentshow contact info
show contact info",37.789046,-122.41754099999999,lower nob hill,2018-10-14 07:07:50,,2495.0,False,340.0,1.0,1.0,both,shared,street,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$4348 / 575ft2 - Caesarstone Countertops, Keyless Entry System, Retail On Site (alamo square / nopa)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
No Growling About It - You'll Love It Here. With a New Angle on Urban Luxe, Duboce offers San Francisco Boutique-Style Living Call Now:  show contact info
 x 80OR Text 80 to  show contact info
 to text our leasing team.Duboce 181 Sanchez St., San Francisco, CA, 94114Interested in more information? Visit link below:http://cl.greystar.com/284n74 This is a 1 Bedroom, 1 Bath, approximately 575 Sq. Ft.  The Duboce Triangle is a vibrant and highly-desirable neighborhood infused with color and culture. Duboce is a boutique-style apartment community that blends high style with urban luxury. While our location is distinctly tranquil, the bustling nightlife and remarkable shopping selection of the Castro and the Mission are mere steps away.Embracing an urban retro aesthetic, Duboce provides stellar community features, remarkable amenities and pet-friendly living options. From our polished porcelain tile flooring and dual-tone cabinets to our beautiful subway tile backsplashes and Caesarstone quartz countertops, Duboce offers classic living and will quickly become your happy place. Perfect for entertaining friends and family, each apartment home provides staple items for a fun, yet functional space that will enhance your living experience.With one- and two-bedroom apartment rentals and a variety of floor plans, Duboce is ideal for those seeking a walkable home life and an effortless commute. Whether enjoying a BBQ with friends and family or soaking up the sun on our expansive roof deck, residents at Duboce enjoy exciting features that allow them to feel connected and comfortable. Features - Under-Mounted Lighting  - Caesarstone Countertops  - Keyless Entry System  - Front-Loading Washer and Dryer  - Plank and Large Porcelain Tile Flooring  - Ceramic Backsplash  - Under-Mounted Stainless Steel Sinks  - High Speed Fiber  - Dual-Tone Cabinets Community Amenities - Pet Friendly  - Expansive Roof Deck with Spa  - Gated Underground Parking  - 24/7 Online Resident Services  - Multiple Technology Bus Stops Within Walking Distance  - Dry Cleaning Delivery System  - Sundeck, BBQ and Fire Pit Areas  - Apartment Views of Quiet Interior Courtyard  - Zipcar On Site  - Retail On Site  - Multi-functional Lobby and Conference Areas  - Self-Service Package Delivery System Office Hours Mon - Sat 9:00am to 6:00pmSun Closed Equal Housing Opportunity bNWWg4Nnifhy",37.748362,-122.429346,alamo square / nopa,2018-10-15 10:24:23,,4348.0,False,575.0,,,both,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
"$5344 / 2br - 901ft2 - Call for Details, Dog Washing Station, Modern Fitness Center (SOMA / south beach)
  
    
    hide this posting
  
  
    
    unhide","QR Code Link to This Post
            
        
VIEW OUR WEBSITE:
http://www.channelmissionbay.com
Channel Mission Bay Apartment features brand new interiors with clean lines and artisanal finishes.
Enjoy the convenience of an in-home full-size washer and dryer. 
Channel Mission Bay, managed by UDR
185 Channel Street
San Francisco, CA 94158show contact info

Monday 9:00am - 7:00pm
Tuesday 9:00am - 7:00pm
Wednesday 9:00am - 7:00pm
Thursday 9:00am - 7:00pm
Friday 9:00am - 6:00pm
Saturday 9:00am - 6:00pm
Sunday 12:00pm - 5:00pm
Apartment Features
* Stainless Steel Appliances
* Private Patio or Private Balcony (on select apartments)
* Wood Floors
* Refrigerator, Microwave, Dishwasher & Electric Stove
* Central Heat and Air
* Full sized Washer and Dryer in unit
* Pre-wired for internet and cable
[#5409750]",37.774299,-122.39051,SOMA / south beach,2018-10-14 13:47:19,,5344.0,False,901.0,2.0,2.0,both,in-unit,garage,sfbay_sfc,San Francisco,San Francisco,CA,San Francisco
